reply_tweet_id,customer_tweet_id,customer_author,customer_message,apple_reply,created_at,cluster_id,intent
332796,332795,195254,11.0.2 (15A421),We want to do everything we can to help. Send us a DM and we'll continue helping you look into the issue then.,Sun Oct 08 03:15:00 +0000 2017,6,ios_update_issues
1420232,1420233,450156,Hey could you fix my I️ when I️ type pls,We're here to help. Which iOS version is your device running? You can locate this through Settings &gt; General &gt; About.,Thu Nov 02 00:17:00 +0000 2017,9,keyboard_autocorrect_bug
2467670,2467671,706058,"If you don’t ios11 yet don’t download it worst thing has created to date. Apps crash, phone crashes, destroys battery. I have a 7+","We'd like to help in any we can. Please send us a DM with more details, and we'll get started.",Sun Oct 29 21:09:00 +0000 2017,6,ios_update_issues
2619875,2619876,740316,"after 11.1.1 Siri fails to send messages with ‘uh oh, something’s wrong..’ Known bug? Tried restarting etc, persists.","We want to ensure you're able to send your messages via Siri without issue. If you don't currently have iOS 11.1.2 we do recommend to backup the device: Then look to update the iOS software. If you're still having the issue, please send us a DM.",Fri Nov 17 15:26:00 +0000 2017,6,ios_update_issues
2677453,2677454,753523,Hi I subscribed to family sharing @ R89.99 pm but now I get billed twice per month. Got not help from iStores,We can get you to the right team. Billing issues are handled by iTunes Store support. Find them here:,Tue Oct 31 14:16:32 +0000 2017,1,account_and_store_issues
2347587,2347585,678684,My phone is getting over heated when I am watching you tube and on call give me valuable suggestions and send me apple care centre’s in India Hyderabad Madhapur Hitech city surroundings,Is it only heating up while watching YouTube? This can be normal and there's more info on that here:,Mon Nov 13 17:48:00 +0000 2017,10,recurring_device_issues
1583032,1583033,487218,Yo why is it that when using “I️” it comes out as a question mark after this update ?,Go ahead and DM us and we will go from there.,Sat Nov 04 20:25:01 +0000 2017,9,keyboard_autocorrect_bug
1900086,1900089,566253,I’m still running into problems with accessing my Apple Music. Help!,We'd be happy to look into this with you. Can you provide us details of what you're experiencing with your Apple Music?,Wed Oct 18 13:03:35 +0000 2017,0,apple_music_issue
2710955,2710956,290190,"I’m sitting here in Starbucks rebooting my iPad Pro like some Windows user, just to get my keyboard to work. It Just Works, ?",We'd like to help resolve any issues you're seeing with your Smart Keyboard and prevent it from reoccurring. Which version of iOS are you using on your iPad? This can be found under Settings &gt; General &gt; About. Let us know if this guide helps:,Mon Nov 20 02:10:29 +0000 2017,4,all_apps_crashing
1644578,1644580,502569,Hey I️ hate this stupid update,We'd like to help any way we can as we'd like for you to enjoy the new features. Which model and OS version do you have?,Mon Nov 06 01:20:30 +0000 2017,8,software_update_issues
2286456,2286458,595536,Really after factory resetting my phone iMessage still won’t work WTF is this bullshit so annoyed!!,"We want to make sure we've done all we can to get iMessage activated and working. In order to do so, we need some information from you. To start, what version of the iOS do you currently have installed on your device? You can find this in Settings &gt; General &gt; About.",Sun Nov 12 00:12:52 +0000 2017,10,recurring_device_issues
1920050,1920051,571606,"latest iOS update =complete garbage no caller id, keeps activating WiFi &amp; Bluetooth on its own battery 1/3 precious","HI there. Let's talk and get these features working again for you. First, tell us a bit about the Caller ID concern. Tap here to DM:",Thu Oct 26 15:25:39 +0000 2017,7,battery_drain_after_update
1372489,1372490,439417,I'm still waiting for a reply on how to get my $ back for all the movies I've bought that I now can't watch because of your update.,We'd love to look into this for you. Reach out to our iTunes Store Support for refund requests.,Tue Nov 07 21:27:32 +0000 2017,8,software_update_issues
1677819,1677820,510328,"Dear apple, iPhone8 getting really hot while recharging, how normal is this? #Apple #Iphone",We'd like to help. The iPhone can get warm under certain conditions. This article can provide some info:,Mon Nov 06 15:06:34 +0000 2017,7,battery_drain_after_update
1585327,1585328,487778,For real! Please help me. Idk what is going on.😂,We see you're having issues with your keyboard. Check out the steps available here:,Sat Nov 04 21:12:28 +0000 2017,3,customer_service_complaint
2817216,2817218,785337,"stop fucking with my phone, acting like I don’t know why it all of a sudden started acting slow and tweaking on Black Friday weekend. I ain’t buyin your new phone.","We want you to enjoy your iPhone and we're happy to help. To start, please DM us with the country where you're located and the model of iPhone you're using.",Mon Nov 27 03:55:54 +0000 2017,10,recurring_device_issues
2286699,2286700,156798,So I’m not sure if this means I can update my apps or what .,What happens when you click on the App Store icon?,Sun Nov 12 00:43:27 +0000 2017,8,software_update_issues
2406636,2406637,692129,"DO NOT DOWNLOAD 11.1.1, i did last night , this morning i logged in after the restart, and now my iphone 7 is completely frozen!! WHAT A JOKE, im a businessman and I need the apps on my iphone. I cant even turn it off. Apple is going from bad to worse.",Thank you for contacting us for support. This is certainly not the behavior we want you to experience. We want to help! Could you DM us and we can continue from there? We look forward to speaking with you soon.,Tue Nov 14 15:32:36 +0000 2017,6,ios_update_issues
101252,101253,138160,"please, since the last update 10.13.1, there is a huge delay in the refresh of the files in the Finder. Same problem was before but it was fixed in the previous version. Now, the problem appears again","We want to ensure we're able to get your Mac running as expected. Please meet us in DM with more information on the exact issue you're experiencing. You can meet us in DM, here:",Thu Nov 30 17:27:00 +0000 2017,4,all_apps_crashing
242611,242612,173627,song previews aren’t playing on ITunes Store on my computer or iPhone. They just buffer forever and nothing happens.,Knowing what you're buying is essential. Let's look into this. Are your iPhone and computer on the same Wi-Fi network?,Wed Oct 04 01:19:00 +0000 2017,0,apple_music_issue
2068283,2068284,611637,"After iOS upgrade iPhone 7+ suffer screen freeze, delayed response,battery draining. Solve it or allow downgrade to 10.3.3",We'd like to help. DM us details on the apps you're using when having these issues and we'll continue support there.,Sun Oct 08 16:15:58 +0000 2017,7,battery_drain_after_update
1741615,1741616,525420,I’ve checked the software update but it says that my iOS is up to date.,Let's meet in DM so we can get some specific information about your iPhone.,Tue Nov 07 17:19:02 +0000 2017,8,software_update_issues
2726847,2726849,764675,", why is iCloud Photo Library, so aggressive in uploading photos? A minute after snapping one it already has to be downloaded to be viewed . #askquery","Thank you for reaching out to us. That's a great question. When you take a photo and have iCloud Photo Library enabled, it is an automatic upload. This article tells more about iCloud Photo Library:",Mon Nov 20 13:57:02 +0000 2017,5,missing_photos
654462,654464,151613,.... Been like this for a bit guys Trying to update iPad for an app in order to watch important #ashes later... What should I do.... #sos,Thanks for reaching out to us. Check this out and let us know if this helps:,Wed Nov 22 22:03:31 +0000 2017,8,software_update_issues
2549879,2549882,724468,iOS update 11.0.3 has interfered with my Bluetooth and is draining my battery. Please fix ASAP!,We can help. Can you tell us what happens with Bluetooth? How long does the battery last from a full charge?,Mon Oct 30 14:41:00 +0000 2017,6,ios_update_issues
257113,257115,177157,"I figured it out, without help of customer service. That was a waste of time.",We’re glad it’s resolved. Thanks for reaching out to us. Don’t hesitate to reach out to us here again next time!,Mon Oct 02 19:59:01 +0000 2017,4,all_apps_crashing
1913560,1913561,569987,I think Siri is the most useless thing. Is anybody at ever going to make this ridiculous thing work?,We'd like to assist you with any issues that you're having with Siri. Click here and tell us what's going on in DM:,Wed Oct 25 19:58:00 +0000 2017,3,customer_service_complaint
690447,690448,284989,why does it say I need to verify my billing info for free apps??,Have you used your Apple ID with the iTunes Store before? Let us know in DM and we'll look into this more.,Wed Oct 18 13:47:40 +0000 2017,1,account_and_store_issues
1841342,1841343,551813,any chance you can tell me how my dock moved to mid screen and how to move it back to bottom?,We're here to help. DM us what iOS version you are currently running on your device and we'll go from there.,Wed Oct 18 01:29:54 +0000 2017,3,customer_service_complaint
1313924,1313925,148829,I want to purchase a Mac app on app store. Is that possible?,Which app are you specifically looking to purchase in the App Store?,Wed Oct 18 02:08:33 +0000 2017,1,account_and_store_issues
2321894,2321892,672832,No offense but forgive me if I am not confident in your ability to help resolve this issue. I️t doesn’t seem like you guys have been very good at fixing these problems for a while now. 😒 It’s just too frustrating at this point.,"We know that these issues are frustrating, and having this happen after an update isn't what we want to see. Could you join us in DM and we'll take a closer look and work to get these issues resolved?",Fri Nov 17 17:27:00 +0000 2017,4,all_apps_crashing
385959,385957,207374,I'm using another phone honor but I need my iphone.. I'm prefer using iphone (system and cam and safety) I love and I miss my iphone :(..,"You're in the right place; we'll do all we can to help. To start, connect with us in DM:",Mon Oct 09 15:31:04 +0000 2017,10,recurring_device_issues
2020674,2020675,597586,WTF can u fix the draining battery issues cause by IOS11 - get an update STAT!! #iso11,We would like to take a closer look to see how we can help. Send us a DM letting us know which device you are using.,Sun Nov 05 03:33:00 +0000 2017,7,battery_drain_after_update
1597666,1597667,490768,I️ still see black question mark boxes even after the update!!,Go ahead and DM us to continue the conversation.,Sun Nov 05 03:07:54 +0000 2017,4,all_apps_crashing
2942152,2942150,812867,so i sent sent someone several messages and the first one delivered but it doesn’t show the delivered sign under the rest of the messages ?? this has been happening for a few months but it only happens to one of my contacts,Let's move to DM for a closer look. Does your contact receive all the messages?,Wed Nov 29 16:52:27 +0000 2017,4,all_apps_crashing
2646269,2646270,746609,"Hi, I need some PROPER help in regards to the iOS 11.1 and my Twitter notifications.",Hello there. We'd like to see how we can help with what's going on here. Could you provide us with more information?,Fri Nov 17 22:33:52 +0000 2017,6,ios_update_issues
430140,430138,217273,Thank you!,You're very welcome! Have a great rest of your day!,Tue Oct 10 16:25:34 +0000 2017,3,customer_service_complaint
810818,810819,140191,I clicked unsubscribe but I’m still getting these emails,"We can get you pointed in the right direction. If you're still receiving emails, you'll want to reach out to the sender.",Thu Oct 12 19:27:00 +0000 2017,3,customer_service_complaint
2057608,2057609,608551,my iPhone 6 battery only lasts for a few hours on a full charge. Any way to check if the battery is healthy?,"Sure, we can check this out together. DM us the iOS version of your iPhone and we'll get started from there.",Sat Oct 07 00:25:00 +0000 2017,7,battery_drain_after_update
1615390,1615391,495443,Anyone else dealing with this macOS/iOS bug?” “I” vs “a” and strange icon #macOS #iOS #Apple #bug,We want to look into this with you. Let's see if setting up text replacement helps:,Sun Nov 05 13:42:57 +0000 2017,9,keyboard_autocorrect_bug
1146058,1146059,389744,#Apple software 11.0.1 to 11.0.3 updates has just ruined my #iPhone5s 😡😡😡😡 thanks a lot Apple,What's going on with your iPhone? DM us the details and we'll work together to get things sorted.,Tue Oct 24 13:55:00 +0000 2017,6,ios_update_issues
1772826,1772827,532823,Trying to add an email account andddd I️ cannot find the option in my settings anymore wasssupp?,We're glad to hear you were able to find it. Don't hesitate to reach out to us if we can be of any help in the future.,Wed Nov 08 02:29:00 +0000 2017,4,all_apps_crashing
522060,522061,159426,Why won’t my iPhone stay connected to my WiFi?,Let's look into what's going on with your Wi-Fi. DM us with which version of iOS are you running in Settings &gt; General &gt; About.,Sat Dec 02 04:08:00 +0000 2017,10,recurring_device_issues
2438584,2438585,699459,Full software reboot I lost everything!!! #annoyed,"We never like to hear that anything has been lost. If you need any assistance from us, let us know and we'll be happy to help out however we can to get your computer back up and running.",Tue Nov 14 21:51:01 +0000 2017,2,macos_update_issues
2552312,2552314,544978,My MBP 2011 (10.13) reacts to my Apple TV remote even though I disabled the infrared receiver for remotes in System Settings.,We want to help. Send us a DM and we can go from there.,Mon Oct 30 15:30:00 +0000 2017,2,macos_update_issues
2206930,2206931,645244,is there some way to go back to iOS10. Just upgraded to 11.03 and msging and Linked-In keep freezing...,We'd be happy to review this for you. Please DM us the device you're using and we'll get started.,Thu Oct 19 13:58:00 +0000 2017,6,ios_update_issues
2381337,2381335,270953,"No reason why my headphones should connect to the Bluetooth on my *CLOSED* MacBook pro. Yet it does. So this means the service is still running even after the laptop is closed and in ""sleepmode"". Which is most likely killing battery.","Could you check this setting for us? Go to Apple menu &gt; System Preferences, then click Bluetooth. Click the Advanced Button and look for ""Allow Bluetooth devices to wake this computer."". What is it set on?",Tue Nov 21 23:27:03 +0000 2017,0,apple_music_issue
299078,299079,187288,I had quite the customer service experience at your 5th Ave location that your organization and the #public should know about...,Thank you for sharing this information with us. Please meet us in a DM. We can communicate there:,Fri Oct 06 19:45:32 +0000 2017,3,customer_service_complaint
2943389,2943390,805180,My MacBook Pro Air 13 2014 crashing after Mac OS update. Display is dark unresponsive can faintly see screen with flashlight. unacceptable. I had to drop out online classes due to these software issues. Sleeping Beauty is been 90 days I'm ready to recycle,"We'd like to see how we can help with your MacBook. Send us a DM with more information, and we'll continue from there.",Wed Nov 29 14:18:31 +0000 2017,2,macos_update_issues
2823630,2823631,786758,"My phone won’t let me crop videos, any idea what could be causing it? The part at the bottom where you slide to crop looks all black and won’t let me do anything.","We know how important it is to be able to edit your videos. Whenever an app isn’t performing as you expect it to, restarting your iPhone following these steps is a great first step: Let us know what happens following the restart.",Sat Nov 11 23:39:50 +0000 2017,5,missing_photos
885703,885705,330311,"iOS 11 is draining the battery of my iPhone 6s Plus, it goes from 100% to 40% in two hours and a half, any advice ?",We're sorry you are having this experience. Can you tell us which version of iOS 11 you are currently using please?,Fri Oct 13 17:23:30 +0000 2017,7,battery_drain_after_update
222963,222964,169250,Your new IOS11 update is killing battery life... I spend more time charging my phone than actually using it. FIX YOUR SHIT.,We'd like to help. Please send us a DM and we'll get started on this with you.,Thu Oct 05 03:40:53 +0000 2017,7,battery_drain_after_update
1346681,1346679,363184,"Chat doesn’t work either.. spins and then says “Chat is unavailable at this time, try again later”",We'll do our best to help out. Send us a DM and we'll work together from there.,Fri Oct 27 21:05:00 +0000 2017,4,all_apps_crashing
210571,210572,165831,I have been having nonstop problems with my phone ever since I updated to iOS 11. I really don’t like you .,"We're here for you! DM us about the issues you're experiencing, and we'll continue from there.",Wed Oct 04 23:51:00 +0000 2017,6,ios_update_issues
199331,199332,162981,When the battery issue will be solved for ios11??,Happy to help you work out those concerns with your iPhone. Are you running 11.0.2? Check this out:,Wed Oct 04 14:24:12 +0000 2017,7,battery_drain_after_update
2144108,2144106,630392,I think that worked,"Awesome job! Thank you for letting us know. If you ever need any help, please let us know.",Thu Nov 09 00:06:25 +0000 2017,3,customer_service_complaint
2276301,2276302,662060,why can’t I claim my artist profile?,What happens when you try? Have you been through this link?,Sat Nov 11 17:24:30 +0000 2017,3,customer_service_complaint
2095674,2095675,619128,nearly every time a software update comes out it leaves your iPhone with a problem iOS 11.0.2 (can’t make calls) to landline😡,That's not the experience we want you to have. Let's try these steps if you can't make calls:,Tue Oct 10 15:18:28 +0000 2017,6,ios_update_issues
196163,196161,162156,"7plus, yes I installed the latest software. It’s just not functioning/working properly. You guys need to hurry with a New Software Update👍🏾",We'll be happy to take a closer look. DM us and we'll get started.,Wed Oct 04 23:37:00 +0000 2017,4,all_apps_crashing
850692,850693,322099,"Hey y’all spammed me to do that update. I had no choice to do it, now my phone don’t even work right.",Thanks for letting us know about your concern. Can you let us know more about the situation via DM?,Mon Oct 09 13:34:00 +0000 2017,8,software_update_issues
356127,356129,200559,iOS 11 is glitchy,We’d like to assist in any way we can. What device model are you using and what’s happening with it?,Sun Oct 08 14:40:28 +0000 2017,6,ios_update_issues
2036836,2036837,602207,Dear this is the charger that came with my phone so not sure why it wouldn’t be supported but kindly back off… I’m frustrated 🙄,"We'd like to help. What kind of phone do you have? Also, when did you first notice this issue?",Wed Oct 18 22:22:00 +0000 2017,10,recurring_device_issues
1929326,1929327,574132,New apple update is crap😣😡 How do you go out of town and talk to anyone when nothing works?,We'd like to look into the issues you're seeing on your iPhone. Could you join up with us in DM to get started?,Thu Oct 26 21:56:01 +0000 2017,8,software_update_issues
2752721,2752722,522952,"Wtf thanks for FORCING me to get an update that made all my apps glitch, 4G and WiFi take forever to connect AND now my flashlight won’t work??? Srsly wtf??? If you spent half as much money on product as you do on product placement maybe we’d all still have working phones",That is not expected behavior. We'd like to help. What kind of iPhone do you have and is it running iOS 11.1.2? Let us know in DM.,Tue Nov 21 01:04:26 +0000 2017,8,software_update_issues
2405924,2405923,691957,I’m using the Lighting Connector and I’m using the built in music app.,"Thanks for clarifying. Now, is the music pausing when it's playing in the background and you are using other apps on the device, or does it even pause randomly when using the Music app only? We're trying to isolate this behavior more.",Tue Nov 14 16:46:00 +0000 2017,0,apple_music_issue
2286105,2286106,664313,"Customers can no longer send emails via their account on our iOS IPad, IPad Pro or IPhone.",Hey there! We've received your DM and will join you there shortly!,Sat Nov 11 17:07:31 +0000 2017,1,account_and_store_issues
2376048,2376050,685345,"At this point I am COMPLETELY fed up with . They said 3 days for recovery, and then 4. So now it's been 7 days. AND NOW 7 MORE?! I HAVE NO PHONE APPLE!!! What do you expect me to do here? HOW DOES THIS TAKE SO LONG I DON'T UNDERSTAND😡😡😡😡",We're here to help. Our Account Security team is best equipped to assist you with this specific matter. You can reach out to them here:,Tue Nov 14 03:07:27 +0000 2017,1,account_and_store_issues
2289429,2289430,665114,Is anyone else having issues with stories and #iphonex 😩 #wtf #sos #pleasefixthebug,"We'd like some details to assist. Which iOS are you experiencing issues with? Also, let us know exactly what's happening in a DM and we'll take it from there.",Sun Nov 12 05:21:30 +0000 2017,10,recurring_device_issues
2914645,2914643,173951,It’s happening with both!,We'd like to look into this with you. Could you please send us a DM with what device this's happening on and what OS version it's running?,Tue Nov 28 23:17:29 +0000 2017,3,customer_service_complaint
2838681,2838679,330288,"Thanks for the response. I'm running 11.1.2 on an iPhone 6 and nothing is running in the background. At least, when I double-tap the home button only Twitter (since I'm using it right now) is shown as running.","Alright, thanks for checking that for us. Let's go ahead and meet within DM at the following link so we can look into this further:",Mon Nov 27 16:18:30 +0000 2017,6,ios_update_issues
2960146,2960147,816983,why do deleted numbers say maybe and a contact name this shit dumb,"We're here for you! Send us a DM, and we'll take a closer look at your contacts together there.",Wed Nov 29 20:23:00 +0000 2017,3,customer_service_complaint
1160524,1160522,393037,Why do photos take up so much space on my phone when they’re all on my iCloud?,"Are you choosing the option to ""Optimize iPhone Storage"" ? This article will also explain:",Sun Oct 15 20:36:00 +0000 2017,5,missing_photos
2065472,2065473,610804,"Hey I’m on iOS 11.0.2, can’t txt, can’t send photos, can hardly dm photos on twitter, Siri won’t call contacts, &amp; no battery.",We'd love to help. What happens when you try to do any of those things you've mentioned? Tell us in DM.,Sat Oct 07 23:16:00 +0000 2017,6,ios_update_issues
211299,211300,166052,"fix this update, my group messages are popping and I ain’t getting the messages until days later. 🤦🏻‍♀️",We want to help you stay connected. Could you let us know which version of iOS you have installed? We just released 11.0.2,Wed Oct 04 18:13:27 +0000 2017,4,all_apps_crashing
1522646,1522647,473152,6s Plus. I’m having lots of battery and touch response issues since iOS 11. And I’m not impressed with the X.,We'd love to assist you with any issues that you're having. Click here to join us in DM:,Fri Nov 03 21:14:00 +0000 2017,10,recurring_device_issues
2062316,2062317,609921,IOS 11.02 drains my battery at an alarming rate and freezes my phone at odd intervals! I need a fix for this ASAP!,We totally get that and we want to help. Let's meet up in DM at the link below so we can get started on assisting.,Fri Oct 06 14:05:00 +0000 2017,7,battery_drain_after_update
1293779,1293778,422552,The problem is solved ! I installed itunes through Apple Software! Thank you for your answers anyway!,Glad to hear it's resolved! Feel free to reach out here if you have concerns in the future.,Fri Oct 27 15:16:00 +0000 2017,0,apple_music_issue
1162114,1162113,393425,after updating to ios 11.1 am having serious battery drains and cant even use half day!! I hav to charge it thrice a day !!,Let's work together to investigate how battery power is being used in DM. Then we'll plan the most logical steps to help.,Tue Nov 07 05:14:25 +0000 2017,7,battery_drain_after_update
953209,953210,346169,I've been forced into a group chat that sends me nothing but weird and inappropriate messages and one user has SMS. HELP ME LEAVE!!!!,We are here to help. Let's take a look at this article. It will show you how to block contacts.,Sat Oct 21 20:47:00 +0000 2017,3,customer_service_complaint
582705,582706,257389,thanks for fucking up my album art,"We love looking at the album art while listening to music, so let's take a look at this together. Did you purchase these from iTunes? Are you a member of Apple Music?",Sun Dec 03 13:36:29 +0000 2017,3,customer_service_complaint
2043929,178693,604441,After the new update my mobile is lagging. And battery is draining too fast. I have to charge it atleast three times a dayyy. Fix it plz 😭,We'd be happy to look into why this is happening with you. DM us the country you're in and we'll continue support there.,Wed Oct 04 14:25:52 +0000 2017,7,battery_drain_after_update
103201,103202,138705,I tried to recreate the issue with iTunes open and was unable to reproduce the effect. Thank you for your reply.,"Got it, thank you. If it still occurs in Safari, please send us a DM. We'd like to continue working on this with you.",Thu Nov 30 17:59:00 +0000 2017,0,apple_music_issue
310238,310240,190079,WHY DOES FACETIME NEVER WORK?!,We want to help. What device are you using with FaceTime?,Sat Oct 07 02:09:00 +0000 2017,4,all_apps_crashing
1896127,1896129,565157,shocking experience from you guys. Will 100% look to take my business elsewhere in future 😡,"This isn't the experience we want any of our customers to have. Please DM details, we'd like to look into your experience.",Tue Oct 24 14:23:42 +0000 2017,3,customer_service_complaint
2495472,2495473,267784,I want to speak with your manager,"Fill us in via DM what you need support with, then we can get you to the right place from there.",Mon Oct 30 01:14:26 +0000 2017,3,customer_service_complaint
646948,646950,273667,"Hey, I can’t contact the assistant. I have this message : «We don't have enough information to complete this request»",We'll help any way we can. Which assistant are you trying to contact?,Wed Nov 22 18:30:16 +0000 2017,3,customer_service_complaint
2968961,2968962,818973,when are you gonna fix this “I️” problem😑😑,"Let’s check this out together. Tell us which iOS version number is on your device, and which device we’re working with.",Thu Nov 30 00:06:00 +0000 2017,9,keyboard_autocorrect_bug
1891123,1891124,563944,"#update is god awful, I would rather had ios6 than this, phones slower than a 3310",We want to help. DM us details on the apps you're using when this slowdown and lag happens. We'll work with you there.,Sun Oct 22 19:51:25 +0000 2017,8,software_update_issues
1099660,1099661,147531,hi after updating to ios 11 I'm having issues connecting my phone via my car's bluetooth (hyundai),Let's figure this out. What's happening when you try to connect? Have you restarted your iPhone since this began?,Mon Oct 23 22:32:00 +0000 2017,6,ios_update_issues
1407806,1407808,447235,using the most recent update - macbook pro and iphone 7. the radio works on the iphone but doesn’t even play on the macbook,When did the issue start? Have you tried any troubleshooting yet?,Mon Oct 16 17:11:30 +0000 2017,0,apple_music_issue
2978893,2978891,821571,I'm unable to do it. It just goes straight to the loading screen where the loading bar freezes,"OK, thank you. Did this begin after anything in particular? Are you able to start in recovery mode?",Tue Oct 31 21:03:28 +0000 2017,4,all_apps_crashing
2420100,2420101,695210,"so last week I noticed my phone restarted automatically &amp; my pics disappeared but never appeared back fully. Had 2,500+ but it’s just 1,600+ now. Is it my iCloud?",We know how important your photos are. You'll want to get in touch with a photos expert here:,Sat Nov 25 22:36:00 +0000 2017,5,missing_photos
1892456,1892457,564273,So cool that my 2.5-year-old laptop that was working fine before the OS upgrade seizes up every time I dare to use 2 apps at the same time!😍,Hi. We'll be glad to check into this with you. We want your Mac to respond quickly and nimbly. Shoot us a DM and let's talk:,Sun Oct 22 23:21:27 +0000 2017,2,macos_update_issues
2425860,2425861,696605,why don’t i get notifications anymore ayo wtfs going on,Let's look into that. What device are you experiencing notification issues with?,Tue Nov 14 19:29:33 +0000 2017,4,all_apps_crashing
1013097,1013098,332661,so why is my less than a month old iPhone 8+ having screen issues when I’ve never dropped it or hit it on anything 🙃,We want you to enjoy your new iPhone without worry. Please send us a DM so we may better assist you.,Sun Oct 22 18:16:00 +0000 2017,10,recurring_device_issues
2507416,2507417,714883,I hate having an iPhone. It dies so quickly now. you’re slowly losing a customer. Fix this.,"Your battery is essential for enjoying your iPhone; we'll do all we can to help. To get started, may we know what iOS version is currently installed? Also, what type of iPhone are you using?",Wed Nov 15 20:46:00 +0000 2017,10,recurring_device_issues
644120,644121,272892,Why is the #podcast app crashing?!?,We’d like to help with your Podcast App. Which device and iOS version are you using?,Thu Oct 26 15:12:00 +0000 2017,0,apple_music_issue
722555,722554,293000,iPhone 7 Plus,Thanks for that. Please DM us here so we can continue:,Wed Oct 11 17:38:34 +0000 2017,10,recurring_device_issues
2608610,2608612,737866,since upgrading to iOS 11.0.3 battery life has seriously declined!,We can help you get this sorted out. Join us in DM so we can better assist you:,Mon Oct 30 22:13:00 +0000 2017,7,battery_drain_after_update
2432868,2432869,698210,one of my earphones are not working what do i do 🙄,"Let us know via DM which country you are in, then we can look into options from there.",Tue Nov 14 21:22:29 +0000 2017,0,apple_music_issue
1571715,1571717,484575,So my FaceTime is working but phone calls or voice notes are not. Why is this ???? Do you realise how inconvenient this is for a girl,"Let's work on it. What happens when you're trying to make a call? When you record a voice memo, does it sound distorted?",Sat Nov 04 17:34:56 +0000 2017,10,recurring_device_issues
775769,775770,305365,the iOS 11.0.3 is making my phone really buggy. NEED A NEW UPDATE ASAP,"What specific issues are you seeing? Let us know in DM, and we'll take a look together.",Thu Oct 12 03:09:50 +0000 2017,6,ios_update_issues
2477570,2477568,204078,"When I plug it in, it indicates it is charging, every time. It is only in the morning that I discover otherwise. 2-2","Good to know. Is this happening when charging your iPhone with a USB cable and power adapter or are you using a different method? Also, can you let us know the exact iOS 11 version your iPhone is running?",Wed Nov 15 17:23:00 +0000 2017,7,battery_drain_after_update
2360396,2360397,340580,"Hey, , if you ever decide to fix the Unicode I️ problem, you could also fix the other feature nobody asked for: the ability to turn on WiFi &amp; Bluetooth from a quick menu without the ability to turn them off completely from same menu","Thanks for reaching out. We recently released iOS 11.1.1 which may resolve the ""I"" issue. You’ll want to be sure to back up and update if you haven’t already. DM us if you’re still having issues.",Mon Nov 13 20:35:00 +0000 2017,9,keyboard_autocorrect_bug
2555461,2555462,725650,My phone moving like a 🐌 with this recent software update😤,"We'd like to see what we can do to assist. When did this start happening? Just to confirm, are you fully up-to-date running iOS 11.1.1?",Thu Nov 16 15:48:01 +0000 2017,8,software_update_issues
395534,395535,209616,"This new update fucking sucks. All my apps are now crashing or not working. Sick, guys...",We're here to help. DM us what iOS version you are on.,Mon Oct 09 18:10:00 +0000 2017,8,software_update_issues
1275105,1275103,418477,"Hey, , why the hell does the Music widget keep popping up in my lock screen?! My music app is closed!!",We'd like to look into this with you. Please DM which device and OS you're having this issue on and we'll continue there.,Thu Oct 26 14:20:00 +0000 2017,0,apple_music_issue
2355073,2355072,680400,Also when i click on a notification my music stops as well and when i use the 3D touch its stops too.,Thanks for that info. Let's move this to DM where we can dig in a bit deeper.,Mon Nov 13 20:48:29 +0000 2017,0,apple_music_issue
656268,656270,276131,Trying to set up my new phone and back it up but I got this. Help please,"We'll gladly lend a hand, so you can restore all of your important data back to your new iPhone. First, can you tell us which iOS version is currently installed on this iPhone? Also, what was the iOS version installed on the device that this backup is from?",Wed Nov 22 22:49:00 +0000 2017,10,recurring_device_issues
1184014,1184012,398413,"iPhone 7 Plus, iOS 11.0.3",Thanks for that info. Go ahead and reach out to us in DM &amp; we'll be happy to continue there.,Tue Oct 24 23:08:37 +0000 2017,6,ios_update_issues
795849,795850,309757,Why is my brand new iPhone 7 such a shit show !?,Tell us more about the issue you're experiencing via DM so we can help.,Thu Oct 12 14:33:27 +0000 2017,10,recurring_device_issues
1040210,1040211,135834,Now much does the iphone 8 plus cost anyways my iPad Pro 10.5 was much more fluid with ios 10.3 and ios 11 is buggy accept it.,"Hey Ranjit, let's see how we can help. DM us some details of your issue you're having with your iPhone, we'll start there.",Sun Oct 15 17:08:00 +0000 2017,6,ios_update_issues
1742483,1742484,525621,"My iPhone7Plus restarts itself &amp; then froze at the Apple Logo. One hour later, my brother experienced the same!",Let's find out what may be going on. Could you DM us your iOS version? We'll pick up from there.,Tue Nov 07 14:24:30 +0000 2017,10,recurring_device_issues
1373727,1373728,439735,"Okay, iOS 11.3 is making my life harder than it should be. My lock screen is just my wallpaper there’s no clock.",Thanks for reaching out here. Did your clock show at any point after upgrading the iOS? Send us a DM.,Sat Oct 28 00:38:26 +0000 2017,6,ios_update_issues
1593313,1593314,489687,This is a quality tweet that was ruined wtf,We want to help. Take a look at this article for assistance with this issue.,Sun Nov 05 01:36:28 +0000 2017,3,customer_service_complaint
1968112,1968113,583170,case ID 100337528941 no one called me and I got status as we tried to reach you what is happening🤔 This happened twice 🤷🏻‍♀️,Thanks for bringing this to our attention. We'd like to get to the bottom of the issue. Join us in DM here:,Tue Oct 31 14:33:36 +0000 2017,3,customer_service_complaint
1750451,1750449,527520,Thanks! Hoping for a permanent fix soon but this will do.,Thanks for reaching out. Enjoy the rest of your day.,Wed Nov 08 17:10:52 +0000 2017,4,all_apps_crashing
